"","id","cue_id","response_id","response","cue","revision","subtlex_id","kuperman_id"
"5562",5562,27,2421,"hurry","give me five!",NA,559,22467
"5563",5563,27,2425,"hurts","give me five!",NA,1377,22476
"5564",5564,27,2436,"hype","give me five!",NA,13015,22570
"5565",5565,27,2600,"joy","give me five!",NA,1961,25053
"5566",5566,27,2607,"jump","give me five!",NA,984,25118
"5567",5567,27,2609,"jumping","give me five!",NA,2791,25122
"5568",5568,27,2610,"jumping jacks","give me five!","jumping jacks",NA,NA
"5569",5569,27,2638,"kid","give me five!",NA,445,25305
"5570",5570,27,2639,"kiddy","give me five!",NA,25666,25313
"5571",5571,27,2642,"kids","give me five!",NA,457,25323
"5572",5572,27,2646,"kind","give me five!",NA,180,25357
"5573",5573,27,2675,"knuckles","give me five!",NA,8263,25542
"5574",5574,27,2703,"laps","give me five!",NA,8846,25776
"5575",5575,27,2717,"laugh","give me five!",NA,1008,25873
"5576",5576,27,2762,"lets go","give me five!","lets go",NA,NA
"5577",5577,27,2797,"lines","give me five!",NA,1402,26453
"5578",5578,27,2872,"loud","give me five!",NA,1289,26898
"5579",5579,27,2882,"love","give me five!",NA,177,26926
"5580",5580,27,2892,"low","give me five!",NA,953,26946
"5581",5581,27,2959,"margaritas","give me five!",NA,13423,27593
"5582",5582,27,3023,"meeting","give me five!",NA,615,28032
"5583",5583,27,3030,"men","give me five!",NA,398,28120
"5584",5584,27,3057,"middle","give me five!",NA,688,28407
"5585",5585,27,3062,"military","give me five!",NA,1890,28496
"5586",5586,27,3077,"minute","give me five!",NA,286,28656
"5587",5587,27,3078,"minutes","give me five!",NA,372,28660
"5588",5588,27,3105,"money","give me five!",NA,327,29070
"5589",5589,27,3133,"motion","give me five!",NA,2642,29335
"5590",5590,27,3147,"movement","give me five!",NA,2917,29425
"5591",5591,27,3246,"nice","give me five!",NA,202,30218
"5592",5592,27,3272,"no","give me five!",NA,20,30327
"5593",5593,27,3276,"no lol","give me five!","no lol",NA,NA
"5594",5594,27,3282,"noise","give me five!",NA,1498,30360
"5595",5595,27,3319,"number","give me five!",NA,452,30678
"5596",5596,27,3353,"ok","give me five!",NA,1104,31059
"5597",5597,27,3354,"okay","give me five!",NA,265,31061
"5598",5598,27,3358,"old man","give me five!","old man",NA,NA
"5599",5599,27,3372,"one","give me five!",NA,37,31114
"5600",5600,27,3406,"order","give me five!",NA,533,31288
"5601",5601,27,3480,"palm","give me five!",NA,3515,32116
"5602",5602,27,3541,"patience","give me five!",NA,2831,32591
"5603",5603,27,3563,"pedophile","give me five!",NA,17905,32791
"5604",5604,27,3580,"people","give me five!",NA,131,32937
"5605",5605,27,3590,"perfect","give me five!",NA,521,33001
"5606",5606,27,3603,"person","give me five!",NA,435,33155
"5607",5607,27,3624,"phrase","give me five!",NA,4091,33431
"5608",5608,27,3636,"pieces","give me five!",NA,1483,33526
"5609",5609,27,3657,"pinky","give me five!",NA,11401,NA
"5610",5610,27,3693,"player","give me five!",NA,1768,33927
"5611",5611,27,3793,"praise","give me five!",NA,4829,34676
"5612",5612,27,3817,"pressure","give me five!",NA,1177,34994
"5613",5613,27,3858,"proud","give me five!",NA,764,35614
"5614",5614,27,3883,"push ups","give me five!","push ups",NA,NA
"5615",5615,27,3884,"pushup","give me five!",NA,36924,36020
"5616",5616,27,3885,"pushups","give me five!",NA,18242,36021
"5617",5617,27,3905,"quiet","give me five!",NA,651,36242
"5618",5618,27,3932,"raised","give me five!",NA,1757,36484
"5619",5619,27,3992,"regular show","give me five!","regular show",NA,NA
"5620",5620,27,4045,"reward","give me five!",NA,2738,38599
"5621",5621,27,4046,"rewarding","give me five!",NA,11139,38601
"5622",5622,27,4150,"run","give me five!",NA,287,39229
"5623",5623,27,4155,"rush","give me five!",NA,1516,39260
"5624",5624,27,4237,"school","give me five!",NA,454,39888
"5625",5625,27,4275,"seconds","give me five!",NA,969,40292
"5626",5626,27,4316,"seven","give me five!",NA,725,40688
"5627",5627,27,4324,"shake","give me five!",NA,1450,40762
"5628",5628,27,4395,"side","give me five!",NA,434,41311
"5629",5629,27,4403,"sike","give me five!","sike",NA,NA
"5630",5630,27,4404,"silence","give me five!",NA,2028,41411
"5631",5631,27,4405,"silent","give me five!",NA,2236,41417
"5632",5632,27,4410,"silly","give me five!",NA,1051,41438
"5633",5633,27,4430,"sit ups","give me five!","sit ups",NA,NA
"5634",5634,27,4432,"six","give me five!",NA,472,41580
"5635",5635,27,4437,"skin","give me five!",NA,1273,41664
"5636",5636,27,4444,"slang","give me five!",NA,13878,41763
"5637",5637,27,4445,"slap","give me five!",NA,3225,41767
"5638",5638,27,4448,"slay","give me five!",NA,10585,41808
"5639",5639,27,4483,"smack","give me five!",NA,3999,42039
"5640",5640,27,4496,"smile","give me five!",NA,1099,42091
"5641",5641,27,4525,"soccer","give me five!",NA,5148,42394
"5642",5642,27,4526,"social","give me five!",NA,1634,42397
"5643",5643,27,4567,"sound","give me five!",NA,504,42659
"5644",5644,27,4625,"sport","give me five!",NA,2536,43155
"5645",5645,27,4626,"sports","give me five!",NA,2087,43159
"5646",5646,27,4640,"squats","give me five!",NA,31182,43303
"5647",5647,27,4668,"start","give me five!",NA,262,43544
"5648",5648,27,4715,"stop","give me five!",NA,174,43948
"5649",5649,27,4725,"stranger","give me five!",NA,1849,44056
"5650",5650,27,4779,"success","give me five!",NA,1815,44546
"5651",5651,27,4814,"support","give me five!",NA,1176,44881
"5652",5652,27,4876,"tailgate","give me five!",NA,24025,45426
"5653",5653,27,4878,"take","give me five!",NA,63,45450
"5654",5654,27,4894,"tap","give me five!",NA,3240,45561
"5655",5655,27,4919,"teacher","give me five!",NA,1440,45696
"5656",5656,27,4920,"team","give me five!",NA,762,45709
"5657",5657,27,4921,"teamwork","give me five!",NA,10835,45717
"5658",5658,27,4959,"thanks","give me five!",NA,197,46100
"5659",5659,27,4979,"theater","give me five!",NA,2755,46112
"5660",5660,27,5006,"three","give me five!",NA,221,46295
"5661",5661,27,5032,"tierd","give me five!","tired",NA,NA
"5662",5662,27,5041,"time","give me five!",NA,57,46498
"5663",5663,27,5071,"toddler","give me five!",NA,18299,46647
"5664",5664,27,5076,"together","give me five!",NA,249,46665
"5665",5665,27,5092,"too slow","give me five!","too slow",NA,NA
"5666",5666,27,5106,"touch","give me five!",NA,511,46895
"5667",5667,27,5109,"touching","give me five!",NA,2355,46903
"5668",5668,27,5134,"train","give me five!",NA,1111,47049
"5669",5669,27,5218,"two","give me five!",NA,123,47856
"5670",5670,27,5278,"up","give me five!",NA,38,49154
"5673",5673,27,5374,"wait","give me five!",NA,152,50137
"5674",5674,27,5375,"waiting","give me five!",NA,402,50141
"5675",5675,27,5407,"wassup","give me five!","wassup",NA,NA
"5676",5676,27,5445,"weird","give me five!",NA,771,50568
"5677",5677,27,5453,"what","give me five!",NA,15,50650
"5678",5678,27,5483,"whoohoo","give me five!","whoohoo",NA,NA
"5679",5679,27,5497,"win","give me five!",NA,723,50959
"5680",5680,27,5507,"winner","give me five!",NA,1974,51042
"5681",5681,27,5525,"woah","give me five!","woah",NA,NA
"5682",5682,27,5542,"wooo","give me five!","wooo",NA,NA
"5683",5683,27,5543,"woooo","give me five!","woooo",NA,NA
"5684",5684,27,5545,"words","give me five!",NA,614,51262
"5685",5685,27,5547,"work","give me five!",NA,154,51266
"5686",5686,27,5549,"working","give me five!",NA,358,51286
"5687",5687,27,5586,"yay","give me five!",NA,5661,NA
"5688",5688,27,5587,"yea man","give me five!","yea man",NA,NA
"5689",5689,27,5588,"yeah","give me five!",NA,144,NA
"5690",5690,27,5599,"yes","give me five!",NA,100,51564
"5691",5691,27,5600,"yessir","give me five!","yessir",NA,NA
"5692",5692,28,32,"abuelo","grandpa","abuelo",NA,NA
"5693",5693,28,83,"age","grandpa",NA,795,857
"5694",5694,28,118,"alive","grandpa",NA,543,1106
"5695",5695,28,134,"alone","grandpa",NA,304,1206
"5696",5696,28,170,"angel","grandpa",NA,1650,1533
"5697",5697,28,173,"angry","grandpa",NA,1046,1557
"5698",5698,28,285,"aunt","grandpa",NA,1900,2678
"5699",5699,28,317,"baby","grandpa",NA,391,2910
"5700",5700,28,351,"bald","grandpa",NA,4290,3109
"5701",5701,28,376,"barry","grandpa",NA,4974,NA
"5702",5702,28,406,"bear","grandpa",NA,1297,3622
"5703",5703,28,407,"beard","grandpa",NA,3751,3624
"5704",5704,28,521,"blue","grandpa",NA,797,4676
"5705",5705,28,555,"boots","grandpa",NA,2735,5041
"5706",5706,28,582,"boy","grandpa",NA,279,5222
"5707",5707,28,743,"candy","grandpa",NA,1990,6447
"5708",5708,28,745,"cane","grandpa",NA,7004,6448
"5709",5709,28,761,"car","grandpa",NA,381,6602
"5710",5710,28,769,"cards","grandpa",NA,1398,6663
"5711",5711,28,774,"caretaker","grandpa",NA,12470,6686
"5712",5712,28,775,"caring","grandpa",NA,4422,6704
"5713",5713,28,834,"chair","grandpa",NA,1253,7241
"5714",5714,28,886,"child","grandpa",NA,666,7615
"5715",5715,28,888,"childhood","grandpa",NA,2894,7619
"5716",5716,28,908,"chocolate","grandpa",NA,2018,7727
"5717",5717,28,925,"christmas","grandpa",NA,1374,7804
"5718",5718,28,1002,"coffee","grandpa",NA,673,8564
"5719",5719,28,1006,"coke","grandpa",NA,3231,8623
"5720",5720,28,1008,"cold","grandpa",NA,583,8630
"5721",5721,28,1035,"comet","grandpa",NA,12848,8810
"5722",5722,28,1036,"comfort","grandpa",NA,2436,8817
"5723",5723,28,1082,"connection","grandpa",NA,1805,9481
"5724",5724,28,1137,"cousin","grandpa",NA,1752,10423
"5725",5725,28,1167,"cranky","grandpa",NA,7380,10582
"5726",5726,28,1173,"crazy","grandpa",NA,395,10642
"5727",5727,28,1228,"cuddly","grandpa",NA,15505,NA
"5728",5728,28,1254,"cute","grandpa",NA,804,11260
"5729",5729,28,1258,"dad","grandpa",NA,471,11352
"5730",5730,28,1261,"daddy","grandpa",NA,752,11354
"5731",5731,28,1291,"dead","grandpa",NA,301,11555
"5732",5732,28,1293,"deaf","grandpa",NA,3230,11578
"5733",5733,28,1295,"death","grandpa",NA,483,11600
"5734",5734,28,1296,"decaying","grandpa",NA,18099,11674
"5735",5735,28,1317,"delicate","grandpa",NA,3677,12039
"5736",5736,28,1330,"dentures","grandpa",NA,20356,12235
"5737",5737,28,1392,"dirt","grandpa",NA,2176,13045
"5738",5738,28,1523,"dying","grandpa",NA,934,14556
"5739",5739,28,1560,"elder","grandpa",NA,9094,14913
"5740",5740,28,1561,"elderly","grandpa",NA,7241,14916
"5741",5741,28,1685,"family","grandpa",NA,362,16852
"5742",5742,28,1691,"far","grandpa",NA,375,16894
"5743",5743,28,1694,"farm","grandpa",NA,2356,16909
"5744",5744,28,1704,"fashionable","grandpa",NA,10691,16952
"5745",5745,28,1708,"father","grandpa",NA,351,16988
"5746",5746,28,1709,"father figure","grandpa","father figure",NA,NA
"5747",5747,28,1710,"father of my mother","grandpa","father of my mother",NA,NA
"5748",5748,28,1714,"favorite","grandpa",NA,982,17033
"5749",5749,28,1760,"finance","grandpa",NA,5894,17429
"5750",5750,28,1781,"fish","grandpa",NA,1138,17550
"5751",5751,28,1783,"fishing","grandpa",NA,2541,17565
"5752",5752,28,1843,"food","grandpa",NA,566,18142
"5753",5753,28,1864,"forgetful","grandpa",NA,18725,18347
"5754",5754,28,1868,"forgotten","grandpa",NA,1453,18362
"5755",5755,28,1886,"fragile","grandpa",NA,5512,18527
"5756",5756,28,1890,"frail","grandpa",NA,11887,18537
"5757",5757,28,1918,"friend","grandpa",NA,274,18691
"5758",5758,28,1919,"friendly","grandpa",NA,1848,18696
"5759",5759,28,1937,"frugal","grandpa",NA,33083,18793
"5760",5760,28,1952,"fun","grandpa",NA,444,18878
"5761",5761,28,1956,"funny","grandpa",NA,441,18927
"5762",5762,28,1969,"game","grandpa",NA,537,19100
"5763",5763,28,1976,"gandma","grandpa","grandma",NA,NA
"5764",5764,28,1986,"garndfather","grandpa","grandfather",NA,NA
"5765",5765,28,2004,"generation","grandpa",NA,3454,19354
"5766",5766,28,2007,"gentle","grandpa",NA,2641,19394
"5767",5767,28,2008,"gentleman","grandpa",NA,1494,19396
"5768",5768,28,2009,"geriatric","grandpa",NA,21236,19448
"5769",5769,28,2039,"glasses","grandpa",NA,1806,19649
"5770",5770,28,2064,"golf","grandpa",NA,2717,19901
"5771",5771,28,2065,"gone","grandpa",NA,305,19912
"5772",5772,28,2097,"gradma","grandpa","grandma",NA,NA
"5773",5773,28,2100,"gramps","grandpa",NA,15534,NA
"5774",5774,28,2102,"grandchild","grandpa",NA,12754,20089
"5775",5775,28,2103,"grandchildren","grandpa",NA,6811,20090
"5776",5776,28,2104,"granddad","grandpa",NA,11379,20091
"5777",5777,28,2105,"granddaughter","grandpa",NA,6084,20094
"5778",5778,28,2106,"grandkid","grandpa","grandkid",NA,NA
"5779",5779,28,2107,"grandkids","grandpa","grandkids",NA,NA
"5780",5780,28,2108,"grandma","grandpa",NA,2084,20107
"5781",5781,28,2109,"grandmaw","grandpa","grandmaw",NA,NA
"5782",5782,28,2110,"grandmother","grandpa",NA,2300,20110
"5783",5783,28,2111,"grandpa","grandpa",NA,2897,20114
"5784",5784,28,2112,"grandparent","grandpa",NA,31845,20115
"5785",5785,28,2113,"grandparents","grandpa",NA,6979,20116
"5786",5786,28,2114,"grandpops","grandpa","grandpops",NA,NA
"5787",5787,28,2115,"grandson","grandpa",NA,5335,20120
"5788",5788,28,2116,"granny","grandpa",NA,7605,20128
"5789",5789,28,2126,"gray","grandpa",NA,2971,20219
"5790",5790,28,2127,"gray hair","grandpa","grey hair",NA,NA
"5791",5791,28,2142,"grey","grandpa",NA,5226,20286
"5792",5792,28,2143,"grey hair","grandpa","grey hair",NA,NA
"5793",5793,28,2146,"grilling","grandpa",NA,18740,20310
"5794",5794,28,2154,"grnadparents","grandpa","grandparents",NA,NA
"5795",5795,28,2178,"grumpy","grandpa",NA,9788,20484
"5796",5796,28,2208,"hair","grandpa",NA,562,20778
"5797",5797,28,2235,"happy","grandpa",NA,342,21022
"5798",5798,28,2241,"hardworking","grandpa",NA,12004,21071
"5799",5799,28,2250,"hat","grandpa",NA,1126,21156
"5800",5800,28,2275,"health","grandpa",NA,1407,21318
"5801",5801,28,2285,"heath","grandpa",NA,17852,21378
"5802",5802,28,2358,"home","grandpa",NA,172,21941
"5803",5803,28,2392,"house","grandpa",NA,293,22241
"5804",5804,28,2397,"hug","grandpa",NA,2429,22326
"5805",5805,28,2399,"hugs","grandpa",NA,11894,22336
"5806",5806,28,2404,"humble","grandpa",NA,3975,22367
"5807",5807,28,2473,"important","grandpa",NA,413,23086
"5808",5808,28,2548,"italian","grandpa",NA,7244,NA
"5809",5809,28,2571,"jeans","grandpa",NA,5371,24854
"5810",5810,28,2581,"jimmy","grandpa",NA,2377,NA
"5811",5811,28,2585,"joe","grandpa",NA,1596,NA
"5812",5812,28,2596,"jolly","grandpa",NA,5491,25014
"5813",5813,28,2646,"kind","grandpa",NA,180,25357
"5814",5814,28,2654,"kisses","grandpa",NA,4573,25420
"5815",5815,28,2658,"kitchen","grandpa",NA,1071,25425
"5816",5816,28,2672,"knowledge","grandpa",NA,1935,25533
"5817",5817,28,2673,"knowledgeable","grandpa",NA,17610,25534
"5818",5818,28,2717,"laugh","grandpa",NA,1008,25873
"5819",5819,28,2770,"life","grandpa",NA,158,26316
"5820",5820,28,2872,"loud","grandpa",NA,1289,26898
"5821",5821,28,2882,"love","grandpa",NA,177,26926
"5822",5822,28,2887,"loved","grandpa",NA,687,26930
"5823",5823,28,2891,"loving","grandpa",NA,1918,26945
"5824",5824,28,2893,"loyal","grandpa",NA,3307,26966
"5826",5826,28,2937,"male","grandpa",NA,1668,27346
"5827",5827,28,2945,"man","grandpa",NA,115,27407
"5828",5828,28,2968,"married","grandpa",NA,518,27662
"5829",5829,28,2969,"marry","grandpa",NA,949,27666
"5830",5830,28,2983,"math","grandpa",NA,3105,27819
"5831",5831,28,3005,"mean","grandpa",NA,117,27925
"5832",5832,28,3030,"men","grandpa",NA,398,28120
"5833",5833,28,3033,"mentor","grandpa",NA,8357,28168
"5834",5834,28,3080,"miss","grandpa",NA,352,28821
"5835",5835,28,3081,"miss him","grandpa","miss him",NA,NA
"5836",5836,28,3082,"missed","grandpa",NA,696,28823
"5837",5837,28,3092,"model","grandpa",NA,1855,28949
"5838",5838,28,3098,"mom","grandpa",NA,503,29044
"5839",5839,28,3105,"money","grandpa",NA,327,29070
"5840",5840,28,3132,"mother","grandpa",NA,341,29316
"5841",5841,28,3149,"movies","grandpa",NA,1475,29435
"5842",5842,28,3197,"nana","grandpa",NA,12154,29800
"5843",5843,28,3237,"never meet","grandpa","never meet",NA,NA
"5844",5844,28,3246,"nice","grandpa",NA,202,30218
"5845",5845,28,3349,"og","grandpa",NA,28841,NA
"5846",5846,28,3355,"old","grandpa",NA,222,31065
"5847",5847,28,3358,"old man","grandpa","old man",NA,NA
"5848",5848,28,3360,"older","grandpa",NA,1294,31067
"5849",5849,28,3361,"oldhead","grandpa","oldhead",NA,NA
"5850",5850,28,3443,"over sixty years old","grandpa","over sixty years old",NA,NA
"5851",5851,28,3483,"pancakes","grandpa",NA,5217,32155
"5852",5852,28,3493,"papa","grandpa",NA,2839,32223
"5853",5853,28,3494,"papaw","grandpa",NA,59322,32229
"5854",5854,28,3510,"parent","grandpa",NA,3261,32361
"5855",5855,28,3511,"parents","grandpa",NA,698,32370
"5856",5856,28,3512,"parents parent","grandpa","parents parent",NA,NA
"5857",5857,28,3542,"patriarch","grandpa",NA,28874,32598
"5858",5858,28,3551,"paw paw","grandpa","paw paw",NA,NA
"5859",5859,28,3552,"pawpaw","grandpa",NA,NA,32666
"5860",5860,28,3567,"peepaw","grandpa","pee paw",NA,NA
"5861",5861,28,3575,"pennsylvania","grandpa",NA,6918,NA
"5862",5862,28,3584,"peppermint","grandpa",NA,13583,32948
"5863",5863,28,3628,"picking me up from elementary school","grandpa","picking me up from elementary school",NA,NA
"5864",5864,28,3690,"play","grandpa",NA,361,33916
"5865",5865,28,3741,"pop","grandpa",NA,1259,34351
"5866",5866,28,3742,"pop pop","grandpa","pop pop",NA,NA
"5867",5867,28,3744,"popa","grandpa","popa",NA,NA
"5868",5868,28,3746,"poppe","grandpa","poppe",NA,NA
"5869",5869,28,3749,"pops","grandpa",NA,3977,34375
"5870",5870,28,3796,"precious","grandpa",NA,2166,34744
"5871",5871,28,3858,"proud","grandpa",NA,764,35614
"5872",5872,28,3861,"psychology","grandpa",NA,5677,35731
"5873",5873,28,3915,"racist","grandpa",NA,7684,36345
"5874",5874,28,3997,"relative","grandpa",NA,4396,37614
"5875",5875,28,4022,"respect","grandpa",NA,865,38231
"5876",5876,28,4038,"retired","grandpa",NA,3283,38398
"5877",5877,28,4102,"rolemodel","grandpa","role model",NA,NA
"5878",5878,28,4164,"sad","grandpa",NA,968,39332
"5879",5879,28,4166,"sadness","grandpa",NA,6424,39350
"5880",5880,28,4203,"sauce","grandpa",NA,3185,39642
"5881",5881,28,4229,"scary","grandpa",NA,1966,39803
"5882",5882,28,4294,"senior","grandpa",NA,2258,40506
"5883",5883,28,4295,"senior citizen","grandpa","senior citizen",NA,NA
"5884",5884,28,4393,"sick","grandpa",NA,528,41294
"5885",5885,28,4410,"silly","grandpa",NA,1051,41438
"5886",5886,28,4475,"slow","grandpa",NA,828,41982
"5887",5887,28,4484,"small","grandpa",NA,574,42045
"5888",5888,28,4488,"smart","grandpa",NA,719,42054
"5889",5889,28,4495,"smelly","grandpa",NA,7052,42082
"5890",5890,28,4496,"smile","grandpa",NA,1099,42091
"5891",5891,28,4534,"soft","grandpa",NA,1541,42444
"5892",5892,28,4719,"stories","grandpa",NA,1344,43981
"5893",5893,28,4721,"story","grandpa",NA,487,43991
"5894",5894,28,4742,"strict","grandpa",NA,4466,44154
"5895",5895,28,4788,"suffering","grandpa",NA,2297,44596
"5896",5896,28,4814,"support","grandpa",NA,1176,44881
"5897",5897,28,4826,"suspenders","grandpa",NA,17453,45013
"5898",5898,28,4840,"sweet","grandpa",NA,569,45127
"5899",5899,28,4886,"tall","grandpa",NA,1625,45486
"5900",5900,28,5054,"tired","grandpa",NA,648,46589
"5901",5901,28,5146,"treats","grandpa",NA,4930,47318
"5902",5902,28,5165,"trucks","grandpa",NA,4432,47576
"5903",5903,28,5169,"trustworthy","grandpa",NA,10508,47615
"5904",5904,28,5185,"tummy","grandpa",NA,7723,47680
"5905",5905,28,5207,"tv","grandpa",NA,868,47791
"5906",5906,28,5241,"uncle","grandpa",NA,1045,48095
"5907",5907,28,5358,"visit","grandpa",NA,928,49909
"5908",5908,28,5395,"warm","grandpa",NA,1035,50259
"5909",5909,28,5428,"weak","grandpa",NA,1577,50447
"5910",5910,28,5438,"weeds","grandpa",NA,10450,50527
"5911",5911,28,5478,"white","grandpa",NA,604,50782
"5912",5912,28,5479,"white hair","grandpa","white hair",NA,NA
"5913",5913,28,5482,"wholesome","grandpa",NA,11836,50825
"5914",5914,28,5514,"wisdom","grandpa",NA,3427,51080
"5915",5915,28,5515,"wise","grandpa",NA,1748,51082
"5916",5916,28,5524,"witty","grandpa",NA,7502,51144
"5917",5917,28,5534,"wood","grandpa",NA,2304,51206
"5918",5918,28,5547,"work","grandpa",NA,154,51266
"5919",5919,28,5570,"wrinkle","grandpa",NA,10916,51426
"5920",5920,28,5571,"wrinkles","grandpa",NA,10290,51428
"5921",5921,28,5572,"wrinkly","grandpa",NA,27510,51430
"5922",5922,29,84,"aggravated","grrr",NA,13902,874
"5923",5923,29,87,"aggression","grrr",NA,9030,882
"5924",5924,29,88,"aggressive","grrr",NA,4399,884
"5925",5925,29,91,"agression","grrr",NA,NA,NA
"5926",5926,29,92,"agressive","grrr","aggressive",NA,NA
"5928",5928,29,98,"ahhhh","grrr","ahhhh",NA,NA
"5929",5929,29,128,"ally","grrr",NA,4350,1189
"5930",5930,29,171,"anger","grrr",NA,2617,1538
"5931",5931,29,173,"angry","grrr",NA,1046,1557
"5932",5932,29,175,"angry dog","grrr","angry dog",NA,NA
"5933",5933,29,176,"animal","grrr",NA,1380,1565
"5934",5934,29,177,"animalistic","grrr",NA,39595,1566
"5935",5935,29,178,"animals","grrr",NA,1630,1567
"5936",5936,29,185,"annoyed","grrr",NA,7409,1618
"5937",5937,29,235,"arf","grrr",NA,31421,NA
"5938",5938,29,247,"arrr","grrr","arrr",NA,NA
"5939",5939,29,248,"arrrrgh","grrr","arrrrgh",NA,NA
"5940",5940,29,275,"attack","grrr",NA,995,2563
"5941",5941,29,317,"baby","grrr",NA,391,2910
"5942",5942,29,341,"bad","grrr",NA,188,3036
"5943",5943,29,373,"bark","grrr",NA,5990,3354
"5944",5944,29,406,"bear","grrr",NA,1297,3622
"5945",5945,29,408,"beast","grrr",NA,2919,3639
"5946",5946,29,438,"belly","grrr",NA,2802,3877
"5947",5947,29,467,"big","grrr",NA,187,4109
"5948",5948,29,468,"big animals","grrr","big animals",NA,NA
"5949",5949,29,489,"bite","grrr",NA,1298,4324
"5950",5950,29,547,"book","grrr",NA,634,4966
"5951",5951,29,580,"bowser","grrr",NA,45899,NA
"5952",5952,29,632,"brown","grrr",NA,1457,5635
"5953",5953,29,636,"brrr","grrr",NA,34163,NA
"5954",5954,29,637,"brrrr","grrr","brrr",34163,NA
"5955",5955,29,704,"bye","grrr",NA,585,6138
"5956",5956,29,761,"car","grrr",NA,381,6602
"5957",5957,29,800,"cat","grrr",NA,1371,6891
"5958",5958,29,830,"cereal","grrr",NA,5682,7182
"5959",5959,29,886,"child","grrr",NA,666,7615
"5960",5960,29,952,"claws","grrr",NA,6828,8134
"5961",5961,29,1008,"cold","grrr",NA,583,8630
"5962",5962,29,1085,"constants","grrr",NA,42699,9618
"5963",5963,29,1153,"coyote","grrr",NA,9160,10500
"5964",5964,29,1254,"cute","grrr",NA,804,11260
"5965",5965,29,1275,"danger","grrr",NA,1348,11427
"5966",5966,29,1278,"dark","grrr",NA,758,11450
"5967",5967,29,1309,"defend","grrr",NA,2476,11880
"5969",5969,29,1383,"dinosaur","grrr",NA,8704,12977
"5970",5970,29,1384,"dinosaurs","grrr",NA,10390,12978
"5971",5971,29,1431,"dog","grrr",NA,670,13806
"5972",5972,29,1557,"ehhh","grrr","ehhh",1365,NA
"5973",5973,29,1598,"engine","grrr",NA,2190,15436
"5974",5974,29,1599,"engineering","grrr",NA,5809,15439
"5975",5975,29,1716,"fear","grrr",NA,1020,17050
"5976",5976,29,1717,"fearful","grrr",NA,9987,17052
"5977",5977,29,1748,"fierce","grrr",NA,6321,17329
"5978",5978,29,1751,"fight","grrr",NA,550,17345
"5979",5979,29,1836,"foam","grrr",NA,7706,18062
"5980",5980,29,1843,"food","grrr",NA,566,18142
"5981",5981,29,1918,"friend","grrr",NA,274,18691
"5982",5982,29,1925,"frightening","grrr",NA,5182,18711
"5983",5983,29,1934,"frown","grrr",NA,10869,18783
"5984",5984,29,1943,"frustrated","grrr",NA,5874,18810
"5985",5985,29,1944,"frustrating","grrr",NA,8795,18812
"5986",5986,29,1956,"funny","grrr",NA,441,18927
"5987",5987,29,1957,"fur","grrr",NA,4821,18930
"5988",5988,29,1961,"furry","grrr",NA,9379,18958
"5989",5989,29,1962,"fustrated","grrr","frustrated",NA,NA
"5990",5990,29,1967,"gaaah","grrr","gaaah",NA,NA
"5991",5991,29,1983,"garggle","grrr","gargle",NA,NA
"5992",5992,29,2001,"geaux","grrr","geaux",NA,NA
"5993",5993,29,2026,"giraffe","grrr",NA,13544,19575
"5994",5994,29,2087,"gorilla","grrr",NA,7186,19979
"5995",5995,29,2099,"grain","grrr",NA,6615,20074
"5996",5996,29,2130,"great","grrr",NA,171,20243
"5997",5997,29,2144,"grill","grrr",NA,6568,20306
"5998",5998,29,2148,"grime","grrr",NA,23762,20318
"5999",5999,29,2152,"grizzly","grrr",NA,13547,20354
"6000",6000,29,2157,"groot","grrr",NA,43368,NA
"6001",6001,29,2158,"gross","grrr",NA,2725,20391
"6002",6002,29,2166,"growl","grrr",NA,15706,20446
"6003",6003,29,2167,"growling","grrr",NA,10259,20450
"6006",6006,29,2176,"grrrrrrr","grrr","grrrrrrr",NA,NA
"6007",6007,29,2178,"grumpy","grrr",NA,9788,20484
"6008",6008,29,2179,"grunt","grrr",NA,10401,20487
"6009",6009,29,2207,"haha","grrr",NA,27053,NA
"6010",6010,29,2213,"halloween","grrr",NA,5227,NA
"6011",6011,29,2384,"hostile","grrr",NA,4459,22200
"6012",6012,29,2395,"howl","grrr",NA,11382,22296
"6013",6013,29,2412,"hungry","grrr",NA,811,22435
"6014",6014,29,2414,"hunt","grrr",NA,2388,22442
"6015",6015,29,2594,"joke","grrr",NA,895,24999
"6016",6016,29,2638,"kid","grrr",NA,445,25305
"6017",6017,29,2717,"laugh","grrr",NA,1008,25873
"6018",6018,29,2801,"lion","grrr",NA,4344,26493
"6019",6019,29,2872,"loud","grrr",NA,1289,26898
"6021",6021,29,2917,"mad","grrr",NA,686,27175
"6022",6022,29,2965,"mario","grrr","mario",NA,NA
"6023",6023,29,3005,"mean","grrr",NA,117,27925
"6024",6024,29,3018,"meeeepppppppppppppp","grrr","meeeepppppppppppppp",NA,NA
"6025",6025,29,3019,"meep","grrr","meep",NA,NA
"6026",6026,29,3035,"meow","grrr",NA,11213,28173
"6027",6027,29,3036,"meoww","grrr","meow",11213,28173
"6028",6028,29,3059,"mike","grrr",NA,1709,28467
"6029",6029,29,3111,"monster","grrr",NA,1919,29156
"6030",6030,29,3116,"mood","grrr",NA,1460,29177
"6031",6031,29,3117,"moody","grrr",NA,9939,29181
"6032",6032,29,3149,"movies","grrr",NA,1475,29435
"6033",6033,29,3177,"muzzle","grrr",NA,11785,29720
