"","participant","cue","response","response_order","condition"
"10842","MM_061","glasses","expensive",3,"c"
"10843","MM_061","like","crush",1,"c"
"10844","MM_061","like","enjoy",2,"c"
"10845","MM_061","like","positive",3,"c"
"10846","MM_061","mommy","parent",1,"c"
"10847","MM_061","mommy","childhood",2,"c"
"10848","MM_061","mommy","relationship",3,"c"
"10849","MM_061","bench","sports",1,"c"
"10850","MM_061","bench","park",2,"c"
"10851","MM_061","bench","dog",3,"c"
"10852","MM_061","show","anime",1,"c"
"10853","MM_061","show","theatre",2,"c"
"10854","MM_061","show","example",3,"c"
"10855","MM_061","tiny","small",1,"c"
"10856","MM_061","tiny","sand",2,"c"
"10857","MM_061","tiny","little",3,"c"
"10858","MM_061","doctor","school",1,"c"
"10859","MM_061","doctor","professional",2,"c"
"10860","MM_061","doctor","scary",3,"c"
"10861","MM_061","yogurt","tasty",1,"c"
"10862","MM_061","yogurt","dairy",2,"c"
"10863","MM_061","yogurt","store",3,"c"
"10864","MM_061","pizza","pepperoni",1,"c"
"10865","MM_061","pizza","italy",2,"c"
"10866","MM_061","pizza","cheese",3,"c"
"10867","MM_061","thirsty","water",1,"c"
"10868","MM_061","thirsty","sick",2,"c"
"10869","MM_061","thirsty","soda",3,"c"
"10870","MM_061","please","respectful",1,"c"
"10871","MM_061","please","",2,"c"
"10872","MM_061","please","",3,"c"
"10873","MM_061","run","tiring",1,"c"
"10874","MM_061","run","sports",2,"c"
"10875","MM_061","run","basketball",3,"c"
"10876","MM_061","truck","ford",1,"c"
"10877","MM_061","truck","big",2,"c"
"10878","MM_061","truck","heavy",3,"c"
"10879","MM_061","coffee","espresso",1,"c"
"10880","MM_061","coffee","good",2,"c"
"10881","MM_061","coffee","unhealthy",3,"c"
"10882","MM_061","light","lift",1,"c"
"10883","MM_061","light","energy",2,"c"
"10884","MM_061","light","sight",3,"c"
"10885","MM_061","jump","basketball",1,"c"
"10886","MM_061","jump","soccer",2,"c"
"10887","MM_061","jump","exercise",3,"c"
"10888","MM_061","stand","movement",1,"c"
"10889","MM_061","stand","coat",2,"c"
"10890","MM_061","stand","",3,"c"
"10891","MM_061","coke","soda",1,"c"
"10892","MM_061","coke","drug",2,"c"
"10893","MM_061","coke","tasty",3,"c"
"10894","MM_061","more","extra",1,"c"
"10895","MM_061","more","positive",2,"c"
"10896","MM_061","more","",3,"c"
"10897","MM_061","love","relationship",1,"c"
"10898","MM_061","love","happy",2,"c"
"10899","MM_061","love","intimacy",3,"c"
"10900","MM_061","mine","posession",1,"c"
"10901","MM_061","mine","stingy",2,"c"
"10902","MM_061","mine","sharing",3,"c"
"10903","MM_061","bedroom","electronics",1,"c"
"10904","MM_061","bedroom","tv",2,"c"
"10905","MM_061","bedroom","sleep",3,"c"
"10906","MM_061","hug","relationship",1,"c"
"10907","MM_061","hug","love",2,"c"
"10908","MM_061","hug","cuddle",3,"c"
"10909","MM_061","wind","air",1,"c"
"10910","MM_061","wind","breeze",2,"c"
"10911","MM_061","wind","outside",3,"c"
"10912","MM_061","buy","money",1,"c"
"10913","MM_061","buy","expensive",2,"c"
"10914","MM_061","buy","deal",3,"c"
"10915","MM_061","hi","hello",1,"c"
"10916","MM_061","hi","",2,"c"
"10917","MM_061","hi","",3,"c"
"10918","MM_061","will","death",1,"c"
"10919","MM_061","will","estate",2,"c"
"10920","MM_061","will","inheritance",3,"c"
"10921","MM_061","daddy","parent",1,"c"
"10922","MM_061","daddy","childhood",2,"c"
"10923","MM_061","daddy","relationship",3,"c"
"10924","MM_061","sneaker","jordan",1,"c"
"10925","MM_061","sneaker","basketball",2,"c"
"10926","MM_061","sneaker","expensive",3,"c"
"10927","MM_061","empty","sad",1,"c"
"10928","MM_061","empty","missing",2,"c"
"10929","MM_061","empty","out",3,"c"
"10930","MM_061","medicine","doctor",1,"c"
"10931","MM_061","medicine","sickness",2,"c"
"10932","MM_061","medicine","tired",3,"c"
"10933","MM_061","game","electronics",1,"c"
"10934","MM_061","game","playstation",2,"c"
"10935","MM_061","game","childhood",3,"c"
"10936","MM_061","try","attempt",1,"c"
"10937","MM_061","try","difficulty",2,"c"
"10938","MM_061","try","success",3,"c"
"10939","MM_061","tiger","cat",1,"c"
"10940","MM_061","tiger","",2,"c"
"10941","MM_061","tiger","",3,"c"
"10942","MM_061","dance","rhythm",1,"c"
"10943","MM_061","dance","party",2,"c"
"10944","MM_061","dance","school",3,"c"
"10945","MM_061","yes","permission",1,"c"
"10946","MM_061","yes","",2,"c"
"10947","MM_061","yes","",3,"c"
"10948","MM_061","little","tiny",1,"c"
"10949","MM_061","little","brother",2,"c"
"10950","MM_061","little","child",3,"c"
"10951","MM_061","pillow","sleep",1,"c"
"10952","MM_061","pillow","bed",2,"c"
"10953","MM_061","pillow","bedroom",3,"c"
"10954","MM_061","climb","tiring",1,"c"
"10955","MM_061","climb","difficult",2,"c"
"10956","MM_061","climb","tree",3,"c"
"10957","MM_061","kitchen","food",1,"c"
"10958","MM_061","kitchen","sink",2,"c"
"10959","MM_061","kitchen","oven",3,"c"
"10960","MM_061","share","sibling",1,"c"
"10961","MM_061","share","friend",2,"c"
"10962","MM_061","share","helpful",3,"c"
"10963","MM_061","ankle","injury",1,"c"
"10964","MM_061","ankle","pain",2,"c"
"10965","MM_061","ankle","mobility",3,"c"
"10966","MM_061","with","help",1,"c"
"10967","MM_061","with","partner",2,"c"
"10968","MM_061","with","companion",3,"c"
"10969","MM_061","movie","theatre",1,"c"
"10970","MM_061","movie","livingroom",2,"c"
"10971","MM_061","movie","",3,"c"
"10972","MM_061","high","drug",1,"c"
"10973","MM_061","high","heights",2,"c"
"10974","MM_061","high","mountain",3,"c"
"10975","MM_061","people","friends",1,"c"
"10976","MM_061","people","family",2,"c"
"10977","MM_061","people","school",3,"c"
"10978","MM_061","hat","fashion",1,"c"
"10979","MM_061","hat","",2,"c"
"10980","MM_061","hat","",3,"c"
"10981","MM_062","thirsty","water",1,"c"
"10982","MM_062","thirsty","hydrate",2,"c"
"10983","MM_062","thirsty","drink",3,"c"
"10984","MM_062","ankle","broken",1,"c"
"10985","MM_062","ankle","foot",2,"c"
"10986","MM_062","ankle","leg",3,"c"
"10987","MM_062","empty","gone",1,"c"
"10988","MM_062","empty","none",2,"c"
"10989","MM_062","empty","none",3,"c"
"10990","MM_062","mine","yours",1,"c"
"10991","MM_062","mine","ours",2,"c"
"10992","MM_062","mine","me",3,"c"
"10993","MM_062","movie","tv",1,"c"
"10994","MM_062","movie","long",2,"c"
"10995","MM_062","movie","film",3,"c"
"10996","MM_062","teacher","director",1,"c"
"10997","MM_062","teacher","leader",2,"c"
"10998","MM_062","teacher","knowledge",3,"c"
"10999","MM_062","purse","carry",1,"c"
"11000","MM_062","purse","bring",2,"c"
"11001","MM_062","purse","holder",3,"c"
"11002","MM_062","careful","safe",1,"c"
"11003","MM_062","careful","smart",2,"c"
"11004","MM_062","careful","slow",3,"c"
"11005","MM_062","tiny","short",1,"c"
"11006","MM_062","tiny","little",2,"c"
"11007","MM_062","tiny","small",3,"c"
"11008","MM_062","kiss","boyfriend",1,"c"
"11009","MM_062","kiss","relationship",2,"c"
"11010","MM_062","kiss","love",3,"c"
"11011","MM_062","love","heart",1,"c"
"11012","MM_062","love","happiness",2,"c"
"11013","MM_062","love","relationship",3,"c"
"11014","MM_062","truck","car",1,"c"
"11015","MM_062","truck","carry",2,"c"
"11016","MM_062","truck","loads",3,"c"
"11017","MM_062","jump","leap",1,"c"
"11018","MM_062","jump","run",2,"c"
"11019","MM_062","jump","walk",3,"c"
"11020","MM_062","wind","blow",1,"c"
"11021","MM_062","wind","air",2,"c"
"11022","MM_062","wind","sky",3,"c"
"11023","MM_062","glasses","sight",1,"c"
"11024","MM_062","glasses","vision",2,"c"
"11025","MM_062","glasses","lense",3,"c"
"11026","MM_062","show","tv",1,"c"
"11027","MM_062","show","actors",2,"c"
"11028","MM_062","show","weekly",3,"c"
"11029","MM_062","game","play",1,"c"
"11030","MM_062","game","sports",2,"c"
"11031","MM_062","game","competition",3,"c"
"11032","MM_062","stand","sit",1,"c"
"11033","MM_062","stand","dancers",2,"c"
"11034","MM_062","stand","watch",3,"c"
"11035","MM_062","buy","purchase",1,"c"
"11036","MM_062","buy","money",2,"c"
"11037","MM_062","buy","wants",3,"c"
"11038","MM_062","sneaker","shoes",1,"c"
"11039","MM_062","sneaker","tennis",2,"c"
"11040","MM_062","sneaker","sandals",3,"c"
"11041","MM_062","little","small",1,"c"
"11042","MM_062","little","big",2,"c"
"11043","MM_062","little","tiny",3,"c"
"11044","MM_062","light","dark",1,"c"
"11045","MM_062","light","bright",2,"c"
"11046","MM_062","light","dim",3,"c"
"11047","MM_062","yes","no",1,"c"
"11048","MM_062","yes","maybe",2,"c"
"11049","MM_062","yes","sure",3,"c"
"11050","MM_062","church","god",1,"c"
"11051","MM_062","church","pray",2,"c"
"11052","MM_062","church","sing",3,"c"
"11053","MM_062","mommy","mother",1,"c"
"11054","MM_062","mommy","caregiver",2,"c"
"11055","MM_062","mommy","adult",3,"c"
"11056","MM_062","shopping","spend",1,"c"
"11057","MM_062","shopping","money",2,"c"
"11058","MM_062","shopping","purchase",3,"c"
"11059","MM_062","medicine","fix",1,"c"
"11060","MM_062","medicine","heal",2,"c"
"11061","MM_062","medicine","docto",3,"c"
"11062","MM_062","take","give",1,"c"
"11063","MM_062","take","steal",2,"c"
"11064","MM_062","take","grab",3,"c"
"11065","MM_062","drive","car",1,"c"
"11066","MM_062","drive","truck",2,"c"
"11067","MM_062","drive","bus",3,"c"
"11068","MM_062","climb","up",1,"c"
"11069","MM_062","climb","down",2,"c"
"11070","MM_062","climb","over",3,"c"
"11071","MM_062","kitchen","cook",1,"c"
"11072","MM_062","kitchen","clean",2,"c"
"11073","MM_062","kitchen","eat",3,"c"
"11074","MM_062","try","fail",1,"c"
"11075","MM_062","try","effort",2,"c"
"11076","MM_062","try","work",3,"c"
"11077","MM_062","pillow","bed",1,"c"
"11078","MM_062","pillow","sleep",2,"c"
"11079","MM_062","pillow","blanket",3,"c"
"11080","MM_062","coffee","starbucks",1,"c"
"11081","MM_062","coffee","ccs",2,"c"
"11082","MM_062","coffee","pjs",3,"c"
"11083","MM_062","pizza","food",1,"c"
"11084","MM_062","pizza","italian",2,"c"
"11085","MM_062","pizza","red",3,"c"
"11086","MM_062","coke","sprite",1,"c"
"11087","MM_062","coke","soda",2,"c"
"11088","MM_062","coke","soft",3,"c"
"11089","MM_062","run","walk",1,"c"
"11090","MM_062","run","jogg",2,"c"
"11091","MM_062","run","skip",3,"c"
"11092","MM_062","bench","sit",1,"c"
"11093","MM_062","bench","relax",2,"c"
"11094","MM_062","bench","break",3,"c"
"11095","MM_062","dance","move",1,"c"
"11096","MM_062","dance","rhythme",2,"c"
"11097","MM_062","dance","group",3,"c"
"11098","MM_062","high","low",1,"c"
"11099","MM_062","high","unstable",2,"c"
"11100","MM_062","high","sky",3,"c"
"11101","MM_062","fine","okay",1,"c"
"11102","MM_062","fine","bad",2,"c"
"11103","MM_062","fine","simple",3,"c"
"11104","MM_062","like","love",1,"c"
"11105","MM_062","like","want",2,"c"
"11106","MM_062","like","favorite",3,"c"
"11107","MM_062","feed","eat",1,"c"
"11108","MM_062","feed","baby",2,"c"
"11109","MM_062","feed","kittens",3,"c"
"11110","MM_062","share","care",1,"c"
"11111","MM_062","share","two",2,"c"
"11112","MM_062","share","more",3,"c"
"11113","MM_062","more","greater",1,"c"
"11114","MM_062","more","bigger",2,"c"
"11115","MM_062","more","most",3,"c"
"11116","MM_062","people","us",1,"c"
"11117","MM_062","people","you",2,"c"
"11118","MM_062","people","everywhere",3,"c"
"11119","MM_062","hug","arms",1,"c"
"11120","MM_062","hug","love",2,"c"
"11121","MM_062","hug","happy",3,"c"
"11122","MM_062","tiger","lsu",1,"c"
"11123","MM_062","tiger","mike",2,"c"
"11124","MM_062","tiger","animal",3,"c"
"11125","MM_062","bedroom","sleep",1,"c"
"11126","MM_062","bedroom","relax",2,"c"
"11127","MM_062","bedroom","night",3,"c"
"11128","MM_062","yogurt","food",1,"c"
"11129","MM_062","yogurt","breakfast",2,"c"
"11130","MM_062","yogurt","soft",3,"c"
"11131","MM_062","turn","car",1,"c"
"11132","MM_062","turn","drivin",2,"c"
"11133","MM_062","turn","left",3,"c"
"11134","MM_062","talk","friends",1,"c"
"11135","MM_062","talk","class",2,"c"
"11136","MM_062","talk","conversation",3,"c"
"11137","MM_062","hi","hellow",1,"c"
"11138","MM_062","hi","bye",2,"c"
"11139","MM_062","hi","hola",3,"c"
"11140","MM_062","with","together",1,"c"
"11141","MM_062","with","two",2,"c"
"11142","MM_062","with","both",3,"c"
"11143","MM_062","daddy","father",1,"c"
"11144","MM_062","daddy","dad",2,"c"
"11145","MM_062","daddy","parent",3,"c"
"11146","MM_062","will","want",1,"c"
"11147","MM_062","will","refuse",2,"c"
"11148","MM_062","will","okay",3,"c"
"11149","MM_062","hat","head",1,"c"
"11150","MM_062","hat","accessory",2,"c"
"11151","MM_062","hat","clothes",3,"c"
"11152","MM_062","please","thanks",1,"c"
"11153","MM_062","please","no",2,"c"
"11154","MM_062","please","beg",3,"c"
"11155","MM_062","why","thought",1,"c"
"11156","MM_062","why","question",2,"c"
"11157","MM_062","why","describe",3,"c"
"11158","MM_062","doctor","fix",1,"c"
"11159","MM_062","doctor","medicine",2,"c"
"11160","MM_062","doctor","help",3,"c"
"11161","MM_063","talk","speech",1,"cl"
"11162","MM_063","talk","words",2,"cl"
"11163","MM_063","talk","langauage",3,"cl"
"11164","MM_063","teacher","writing",1,"cl"
"11165","MM_063","teacher","learning",2,"cl"
"11166","MM_063","teacher","helping",3,"cl"
"11167","MM_063","coffee","caffeine",1,"cl"
"11168","MM_063","coffee","energy",2,"cl"
"11169","MM_063","coffee","creamer",3,"cl"
"11170","MM_063","run","sprint",1,"cl"
"11171","MM_063","run","excerize",2,"cl"
"11172","MM_063","run","walking",3,"cl"
"11173","MM_063","stand","posture",1,"cl"
"11174","MM_063","stand","stance",2,"cl"
"11175","MM_063","stand","pplace",3,"cl"
"11176","MM_063","dance","movement",1,"cl"
"11177","MM_063","dance","lyrical",2,"cl"
"11178","MM_063","dance","moving",3,"cl"
"11179","MM_063","ankle","body",1,"cl"
"11180","MM_063","ankle","joint",2,"cl"
"11181","MM_063","ankle","pain",3,"cl"
"11182","MM_063","coke","drink",1,"cl"
"11183","MM_063","coke","caffeine",2,"cl"
"11184","MM_063","coke","soda",3,"cl"
"11185","MM_063","with","together",1,"cl"
"11186","MM_063","with","towards",2,"cl"
"11187","MM_063","with","combine",3,"cl"
"11188","MM_063","mine","ownership",1,"cl"
"11189","MM_063","mine","yours",2,"cl"
"11190","MM_063","mine","me",3,"cl"
"11191","MM_063","tiny","small",1,"cl"
"11192","MM_063","tiny","petite",2,"cl"
"11193","MM_063","tiny","miniscule",3,"cl"
"11194","MM_063","hat","top",1,"cl"
"11195","MM_063","hat","covering",2,"cl"
"11196","MM_063","hat","head",3,"cl"
"11197","MM_063","mommy","mom",1,"cl"
"11198","MM_063","mommy","mother",2,"cl"
"11199","MM_063","mommy","dad",3,"cl"
"11200","MM_063","medicine","treatment",1,"cl"
"11201","MM_063","medicine","prescription",2,"cl"
"11202","MM_063","medicine","drug",3,"cl"
"11203","MM_063","love","care",1,"cl"
"11204","MM_063","love","hate",2,"cl"
"11205","MM_063","love","kindness",3,"cl"
"11206","MM_063","shopping","clothes",1,"cl"
"11207","MM_063","shopping","bags",2,"cl"
"11208","MM_063","shopping","moey",3,"cl"
"11209","MM_063","hi","hello",1,"cl"
"11210","MM_063","hi","aloha",2,"cl"
"11211","MM_063","hi","hola",3,"cl"
"11212","MM_063","people","crowd",1,"cl"
"11213","MM_063","people","group",2,"cl"
"11214","MM_063","people","category",3,"cl"
"11215","MM_063","careful","safe",1,"cl"
"11216","MM_063","careful","attentive",2,"cl"
"11217","MM_063","careful","watchful",3,"cl"
"11218","MM_063","thirsty","water",1,"cl"
"11219","MM_063","thirsty","drink",2,"cl"
"11220","MM_063","thirsty","gulp",3,"cl"
"11221","MM_063","yes","definitely",1,"cl"
"11222","MM_063","yes","assertive",2,"cl"
"11223","MM_063","yes","yes",3,"cl"
"11224","MM_063","pizza","pepparoni",1,"cl"
"11225","MM_063","pizza","cheese",2,"cl"
"11226","MM_063","pizza","bread",3,"cl"
"11227","MM_063","little","mini",1,"cl"
"11228","MM_063","little","miniature",2,"cl"
"11229","MM_063","little","tiny",3,"cl"
"11230","MM_063","sneaker","shoes",1,"cl"
"11231","MM_063","sneaker","feet",2,"cl"
"11232","MM_063","sneaker","chunky",3,"cl"
"11233","MM_063","kitchen","sink",1,"cl"
"11234","MM_063","kitchen","cooking",2,"cl"
"11235","MM_063","kitchen","food",3,"cl"
"11236","MM_063","jump","up",1,"cl"
"11237","MM_063","jump","down",2,"cl"
"11238","MM_063","jump","around",3,"cl"
"11239","MM_063","tiger","cat",1,"cl"
"11240","MM_063","tiger","big",2,"cl"
"11241","MM_063","tiger","hair",3,"cl"
"11242","MM_063","more","give",1,"cl"
"11243","MM_063","more","lots",2,"cl"
"11244","MM_063","more","big",3,"cl"
"11245","MM_063","climb","grow",1,"cl"
"11246","MM_063","climb","ladder",2,"cl"
"11247","MM_063","climb","house",3,"cl"
"11248","MM_063","like","so",1,"cl"
"11249","MM_063","like","to",2,"cl"
"11250","MM_063","like","go",3,"cl"
"11251","MM_063","will","do",1,"cl"
"11252","MM_063","will","definitely",2,"cl"
"11253","MM_063","will","be",3,"cl"
"11254","MM_063","hug","tight",1,"cl"
"11255","MM_063","hug","squeeze",2,"cl"
"11256","MM_063","hug","together",3,"cl"
"11257","MM_063","high","higher",1,"cl"
"11258","MM_063","high","low",2,"cl"
"11259","MM_063","high","lower",3,"cl"
"11260","MM_063","yogurt","bowl",1,"cl"
"11261","MM_063","yogurt","fruit",2,"cl"
"11262","MM_063","yogurt","healthy",3,"cl"
"11263","MM_063","daddy","mommy",1,"cl"
"11264","MM_063","daddy","dad",2,"cl"
"11265","MM_063","daddy","father",3,"cl"
"11266","MM_063","pillow","head",1,"cl"
"11267","MM_063","pillow","sheets",2,"cl"
"11268","MM_063","pillow","bed",3,"cl"
"11269","MM_063","movie","sleep",1,"cl"
"11270","MM_063","movie","watch",2,"cl"
"11271","MM_063","movie","characters",3,"cl"
"11272","MM_063","church","god",1,"cl"
"11273","MM_063","church","people",2,"cl"
"11274","MM_063","church","faith",3,"cl"
"11275","MM_063","why","who",1,"cl"
"11276","MM_063","why","when",2,"cl"
"11277","MM_063","why","where",3,"cl"
"11278","MM_063","wind","fire",1,"cl"
"11279","MM_063","wind","earth",2,"cl"
"11280","MM_063","wind","water",3,"cl"
"11281","MM_063","feed","animals",1,"cl"
"11282","MM_063","feed","babies",2,"cl"
"11283","MM_063","feed","water",3,"cl"
"11284","MM_063","light","sun",1,"cl"
"11285","MM_063","light","overhead",2,"cl"
"11286","MM_063","light","ulb",3,"cl"
"11287","MM_063","empty","nothing",1,"cl"
"11288","MM_063","empty","zero",2,"cl"
"11289","MM_063","empty","less",3,"cl"
"11290","MM_063","game","play",1,"cl"
"11291","MM_063","game","people",2,"cl"
"11292","MM_063","game","fun",3,"cl"
"11293","MM_063","doctor","medicine",1,"cl"
"11294","MM_063","doctor","degree",2,"cl"
"11295","MM_063","doctor","money",3,"cl"
"11296","MM_063","kiss","touch",1,"cl"
"11297","MM_063","kiss","love",2,"cl"
"11298","MM_063","kiss","hug",3,"cl"
"11299","MM_063","share","give",1,"cl"
"11300","MM_063","share","kind",2,"cl"
"11301","MM_063","share","caring",3,"cl"
"11302","MM_063","purse","bag",1,"cl"
"11303","MM_063","purse","cute",2,"cl"
"11304","MM_063","purse","big",3,"cl"
"11305","MM_063","bench","sit",1,"cl"
"11306","MM_063","bench","chair",2,"cl"
"11307","MM_063","bench","park",3,"cl"
"11308","MM_063","show","watch",1,"cl"
"11309","MM_063","show","ballroom",2,"cl"
"11310","MM_063","show","dance",3,"cl"
"11311","MM_063","glasses","see",1,"cl"
"11312","MM_063","glasses","eyewear",2,"cl"
"11313","MM_063","glasses","face",3,"cl"
"11314","MM_063","drive","move",1,"cl"
"11315","MM_063","drive","car",2,"cl"
"11316","MM_063","drive","truck",3,"cl"
"11317","MM_063","bedroom","bed",1,"cl"
"11318","MM_063","bedroom","sleep",2,"cl"
"11319","MM_063","bedroom","wake",3,"cl"
"11320","MM_063","try","attempt",1,"cl"
"11321","MM_063","try","go",2,"cl"
"11322","MM_063","try","do",3,"cl"
"11323","MM_063","truck","car",1,"cl"
"11324","MM_063","truck","drive",2,"cl"
"11325","MM_063","truck","move",3,"cl"
"11326","MM_063","buy","shop",1,"cl"
"11327","MM_063","buy","clothes",2,"cl"
"11328","MM_063","buy","money",3,"cl"
